gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,truncated_by_depth,turnover_kzt,betweenness,hubs,authorities,seed_payers,seed_payers_share,role_rule,priority_score_raw
100000005264990100,peripheral,0.4,19,0.01686095383384381,"Вход/выход: 1/2 связей, 17 070/122 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,1,2,17070.0,122000.0,1,2,0.00036399621508450143,7.147041593438781,False,139070.0,6.144256455921639e-05,6.408494332995843e-20,3.0282151262370546e-23,0,0.0,other,0.01686095383384381
100000005370580100,peripheral,0.4,13,0.014319528386838191,"Вход/выход: 1/0 связей, 24 075/0 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,1,0,24075.0,0.0,1,0,0.00034596846648487345,0.0,False,24075.0,0.0,0.0,3.2720787589357046e-24,0,0.0,other,0.014319528386838191
100000005382566100,peripheral,0.4,19,0.2747260678325629,"Вход/выход: 7/1 связей, 393 066/50 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,7,1,393066.0,50000.0,11,1,0.002113262052157115,0.12720510041570626,False,443066.0,4.8085485307212824e-05,4.784557452868467e-93,3.99469278252017e-18,6,0.8571428571428571,other,0.2747260678325629
100000005386383100,peripheral,0.4,19,0.03641719457541459,"Вход/выход: 2/1 связей, 37 500/29 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,2,1,37500.0,29000.0,2,1,0.0005243332756978218,0.7733333333333333,False,66500.0,5.075690115761354e-05,3.5052128442366196e-20,5.401541164529247e-99,0,0.0,other,0.03641719457541459
100000005392290100,peripheral,0.4,69,0.0006792709583628123,"Вход/выход: 0/1 связей, 0/81 465 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,1,0.0,81465.0,0,1,0.0002855692942172909,,False,81465.0,0.0,1.0183294518318513e-83,0.0,0,0.0,other,0.0006792709583628123
100000005395727100,peripheral,0.4,15,0.01580749515189088,"Вход/выход: 1/0 связей, 17 000/0 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,1,0,17000.0,0.0,1,0,0.0003712067299561801,0.0,False,17000.0,0.0,0.0,2.898106318504539e-99,0,0.0,other,0.01580749515189088
100000005409680100,terminal,0.7,17,0.04262033935100559,"Вход 55 060 KZT от 2 плательщиков, выход 0; глубина 0; признаки конечного получателя; seed: входящие суммы занижены методом сбора",0,True,2,0,55060.0,0.0,2,0,0.000633528818793162,0.0,False,55060.0,0.0,0.0,1.0156170475502314e-18,0,0.0,terminal,0.04262033935100559
100000005417257100,peripheral,0.4,19,0.0008838485433800788,"Вход/выход: 0/2 связей, 0/106 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,2,0.0,106000.0,0,2,0.0002855692942172909,,False,106000.0,0.0,4.173435600696807e-83,0.0,0,0.0,other,0.0008838485433800788
100000005454368100,peripheral,0.4,13,0.027896571810050924,"Вход/выход: 2/0 связей, 48 600/0 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,2,0,48600.0,0.0,2,0,0.00039419296320819405,0.0,False,48600.0,0.0,0.0,5.798141837556785e-20,0,0.0,other,0.027896571810050924
100000005480435100,peripheral,0.2,81,0.0,0 входящих и 0 исходящих рёбер; недостаточно данных для гипотезы о роли; seed: входящие суммы занижены методом сбора,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0.0,0.0,0,0.0,no_edges,0.0
100000005485830100,peripheral,0.4,46,0.0023003825980227642,"Вход/выход: 0/5 связей, 0/275 885 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,5,0.0,275885.0,0,9,0.0002855692942172909,,False,275885.0,0.0,2.257307095721023e-70,0.0,0,0.0,other,0.0023003825980227642
100000005493505100,terminal,0.7,2,0.08544100051023715,"Вход 62 020 KZT от 3 плательщиков, выход 0; глубина 0; признаки конечного получателя; seed: входящие суммы занижены методом сбора",0,True,3,0,62020.0,0.0,3,0,0.0006174200765778783,0.0,False,62020.0,0.0,0.0,3.536645750200708e-24,1,0.3333333333333333,terminal,0.08544100051023715
100000005495722100,peripheral,0.2,82,0.0,0 входящих и 0 исходящих рёбер; недостаточно данных для гипотезы о роли; seed: входящие суммы занижены методом сбора,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0.0,0.0,0,0.0,no_edges,0.0
100000005498992100,distributor,0.55,7,0.01886823194020181,"Отправляет 2 262 868 KZT на 16 получателей, 19 переводов; признаки распределения; seed: входящие суммы занижены методом сбора",0,True,0,16,0.0,2262868.0,0,19,0.0002855692942172909,,False,2262868.0,0.0,2.3184003897329764e-15,0.0,0,0.0,distributor,0.01886823194020181
100000005519347100,peripheral,0.4,3,0.0888952269898856,"Вход/выход: 2/1 связей, 73 100/99 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,2,1,73100.0,99000.0,2,1,0.0005567200012967697,1.3543091655266757,False,172100.0,8.904719501335708e-07,2.4380899847519673e-23,2.571921738990954e-70,1,0.5,other,0.0888952269898856
100000005523088100,terminal,0.7,19,0.20421479190004332,"Вход 700 000 KZT от 1 плательщиков, выход 0; глубина 0; признаки конечного получателя; seed: входящие суммы занижены методом сбора",0,True,1,0,700000.0,0.0,2,0,0.0017206377268585411,0.0,False,700000.0,0.0,0.0,3.823477292839062e-20,1,1.0,terminal,0.20421479190004332
100000005543136100,peripheral,0.4,2,8.33819380547244e-05,"Вход/выход: 0/1 связей, 0/10 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,1,0.0,10000.0,0,1,0.0002855692942172909,,False,10000.0,0.0,1.0701005130990026e-26,0.0,0,0.0,other,8.33819380547244e-05
100000005550592100,peripheral,0.2,83,0.0,0 входящих и 0 исходящих рёбер; недостаточно данных для гипотезы о роли; seed: входящие суммы занижены методом сбора,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0.0,0.0,0,0.0,no_edges,0.0
100000005560900100,peripheral,0.2,84,0.0,0 входящих и 0 исходящих рёбер; недостаточно данных для гипотезы о роли; seed: входящие суммы занижены методом сбора,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0.0,0.0,0,0.0,no_edges,0.0
100000005568407100,peripheral,0.2,85,0.0,0 входящих и 0 исходящих рёбер; недостаточно данных для гипотезы о роли; seed: входящие суммы занижены методом сбора,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0.0,0.0,0,0.0,no_edges,0.0
100000005668605100,terminal,0.7,19,0.0992506005722939,"Вход 94 500 KZT от 3 плательщиков, выход 0; глубина 0; признаки конечного получателя; seed: входящие суммы занижены методом сбора",0,True,3,0,94500.0,0.0,3,0,0.0008383018688148934,0.0,False,94500.0,0.0,0.0,5.728082500727305e-18,1,0.3333333333333333,terminal,0.0992506005722939
100000005744674100,peripheral,0.4,19,0.0004174600110647832,"Вход/выход: 0/1 связей, 0/50 066 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,1,0.0,50066.0,0,2,0.0002855692942172909,,False,50066.0,0.0,6.051447802053469e-20,0.0,0,0.0,other,0.0004174600110647832
100000006232815100,peripheral,0.4,28,0.03083895336279101,"Вход/выход: 1/5 связей, 160 000/296 500 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,1,5,160000.0,296500.0,2,5,0.0005566536352336269,1.853125,False,456500.0,0.0,2.515010437763883e-69,2.726524520820708e-63,0,0.0,other,0.03083895336279101
100000006249740100,peripheral,0.4,53,0.0007755103912655753,"Вход/выход: 0/3 связей, 0/93 007 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,3,0.0,93007.0,0,5,0.0002855692942172909,,False,93007.0,0.0,1.5641433287577595e-87,0.0,0,0.0,other,0.0007755103912655753
100000006831291100,peripheral,0.4,53,0.0001250729070820866,"Вход/выход: 0/1 связей, 0/15 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,1,0.0,15000.0,0,3,0.0002855692942172909,,False,15000.0,0.0,3.353889294060117e-88,0.0,0,0.0,other,0.0001250729070820866
100000006866783100,distributor,0.8,0,0.2672734938740307,"Отправляет 3 948 037 KZT на 67 получателей, 90 переводов; признаки распределения; seed: входящие суммы занижены методом сбора",0,True,13,67,838812.0,3948037.0,31,90,0.0008703719471294018,4.706700667133994,False,4786849.0,0.007217275155832591,1.3348870134819372e-12,2.9399167243293555e-15,0,0.0,distributor,0.2672734938740307
100000007018630100,peripheral,0.4,60,0.001667638761094488,"Вход/выход: 0/1 связей, 0/200 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,1,0.0,200000.0,0,5,0.0002855692942172909,,False,200000.0,0.0,1.4807488102917872e-66,0.0,0,0.0,other,0.001667638761094488
100000007747786100,distributor,0.65,10,0.03533734372661398,"Отправляет 4 238 009 KZT на 31 получателей, 35 переводов; признаки распределения; seed: входящие суммы занижены методом сбора",0,True,0,31,0.0,4238009.4,0,35,0.0002855692942172909,,False,4238009.4,0.0,5.913269266771972e-15,0.0,0,0.0,distributor,0.03533734372661398
100000007982728100,peripheral,0.4,8,0.015045303491493585,"Вход/выход: 0/8 связей, 0/1 804 384 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,8,0.0,1804384.0,0,12,0.0002855692942172909,,False,1804384.0,0.0,1.9024490483707503e-15,0.0,0,0.0,other,0.015045303491493585
100000008117324100,peripheral,0.2,86,0.0,0 входящих и 0 исходящих рёбер; недостаточно данных для гипотезы о роли; seed: входящие суммы занижены методом сбора,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0.0,0.0,0,0.0,no_edges,0.0
100000008205000100,peripheral,0.2,87,0.0,0 входящих и 0 исходящих рёбер; недостаточно данных для гипотезы о роли; seed: входящие суммы занижены методом сбора,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0.0,0.0,0,0.0,no_edges,0.0
100000008314203100,transit,0.7558506684533968,38,0.14037697288020196,"Вход 382 076, выход 327 000 KZT; передаёт 85.6%; 2/2 связей; признаки транзита; seed: входящие суммы занижены методом сбора",0,True,2,2,382076.0,327000.0,10,13,0.0005029908624026965,0.8558506684533967,False,709076.0,3.9180765805877114e-05,5.047973378474583e-19,8.512026704028059e-19,2,1.0,transit,0.14037697288020196
100000008418835100,peripheral,0.4,59,0.13830459755132685,"Вход/выход: 1/4 связей, 1 372 000/186 179 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,1,4,1372000.0,186179.0,67,6,0.0005285862410602083,0.13569897959183674,False,1558179.0,0.0,3.7872296786192333e-19,2.2415857675245224e-29,1,1.0,other,0.13830459755132685
100000008513251100,peripheral,0.2,88,0.0,0 входящих и 0 исходящих рёбер; недостаточно данных для гипотезы о роли; seed: входящие суммы занижены методом сбора,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0.0,0.0,0,0.0,no_edges,0.0
100000008516839100,terminal,0.7,19,0.11393130891837075,"Вход 155 000 KZT от 3 плательщиков, выход 0; глубина 0; признаки конечного получателя; seed: входящие суммы занижены методом сбора",0,True,3,0,155000.0,0.0,4,0,0.0010695838614429962,0.0,False,155000.0,0.0,0.0,5.94262055910632e-79,1,0.3333333333333333,terminal,0.11393130891837075
100000008522127100,peripheral,0.4,63,0.001209038101793504,"Вход/выход: 0/1 связей, 0/145 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,1,0.0,145000.0,0,3,0.0002855692942172909,,False,145000.0,0.0,1.0618304415104185e-71,0.0,0,0.0,other,0.001209038101793504
100000008571433100,peripheral,0.4,52,0.11789878036670746,"Вход/выход: 2/2 связей, 350 000/1 434 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,2,2,350000.0,1434000.0,2,3,0.0016264807087207904,4.097142857142857,False,1784000.0,0.0,2.8551527588085535e-33,1.0120491468093842e-41,0,0.0,other,0.11789878036670746
100000008575624100,peripheral,0.4,49,0.0007462683455897834,"Вход/выход: 0/3 связей, 0/89 500 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,3,0.0,89500.0,0,5,0.0002855692942172909,,False,89500.0,0.0,4.3448059942250805e-67,0.0,0,0.0,other,0.0007462683455897834
100000008601794100,peripheral,0.4,55,0.1598490892263073,"Вход/выход: 2/1 связей, 494 400/871 400 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,2,1,494400.0,871400.0,8,13,0.002367779758018107,1.7625404530744337,False,1365800.0,0.0,1.9712151556057046e-38,4.171044044191672e-49,0,0.0,other,0.1598490892263073
100000008637537100,peripheral,0.4,38,0.15659453695185274,"Вход/выход: 3/3 связей, 619 890/2 351 495 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,3,3,619890.0,2351495.0,22,30,0.0008287331534345293,3.793406894771653,False,2971385.0,7.836153161175423e-05,9.628489992516111e-20,7.143198996817388e-18,2,0.6666666666666666,other,0.15659453695185274
100000008650785100,peripheral,0.4,3,0.09286376474552858,"Вход/выход: 2/2 связей, 92 000/120 120 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,2,2,92000.0,120120.0,2,2,0.0006125210138081811,1.3056521739130436,False,212120.0,2.8495102404274267e-05,4.827470686078419e-72,5.720333593991107e-22,1,0.5,other,0.09286376474552858
100000008654653100,peripheral,0.4,3,0.00045026246549551176,"Вход/выход: 0/1 связей, 0/54 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,0,1,0.0,54000.0,0,1,0.0002855692942172909,,False,54000.0,0.0,1.3298672644101642e-23,0.0,0,0.0,other,0.00045026246549551176
100000008659445100,peripheral,0.4,43,0.17076333268990704,"Вход/выход: 3/4 связей, 138 490/875 150 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,3,4,138490.0,875150.0,7,18,0.0024238038911821246,6.319228825185934,False,1013640.0,0.0,5.939827564909872e-48,2.5672710820358266e-48,0,0.0,other,0.17076333268990704
100000008669037100,peripheral,0.2,89,0.0,0 входящих и 0 исходящих рёбер; недостаточно данных для гипотезы о роли; seed: входящие суммы занижены методом сбора,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0.0,0.0,0,0.0,no_edges,0.0
100000008673001100,terminal,0.7,19,0.12232563341566516,"Вход 80 000 KZT от 1 плательщиков, выход 0; глубина 0; признаки конечного получателя; seed: входящие суммы занижены методом сбора",0,True,1,0,80000.0,0.0,1,0,0.0004689783107025115,0.0,False,80000.0,0.0,0.0,1.5594191657446236e-81,1,1.0,terminal,0.12232563341566516
100000008680731100,distributor,0.6,12,0.012210067451818789,"Отправляет 1 464 354 KZT на 27 получателей, 28 переводов; признаки распределения; seed: входящие суммы занижены методом сбора",0,True,0,27,0.0,1464354.0,0,28,0.0002855692942172909,,False,1464354.0,0.0,2.6672542068222338e-17,0.0,0,0.0,distributor,0.012210067451818789
100000008701222100,peripheral,0.2,90,0.0,0 входящих и 0 исходящих рёбер; недостаточно данных для гипотезы о роли; seed: входящие суммы занижены методом сбора,0,True,0,0,0.0,0.0,0,0,0.0002855692942172909,,False,0.0,0.0,0.0,0.0,0,0.0,no_edges,0.0
100000008738325100,peripheral,0.4,19,0.1260741578085048,"Вход/выход: 1/1 связей, 36 550/54 000 KZT; признаков специальной роли недостаточно; seed: входящие суммы занижены методом сбора",0,True,1,1,36550.0,54000.0,1,1,0.0005285862410602083,1.4774281805745555,False,90550.0,8.922564630596902e-07,9.359141984427125e-20,4.4512907978755227e-97,1,1.0,other,0.1260741578085048
100000003134937100,peripheral,0.4,3,0.1105702204794811,"Вход/выход: 1/0 связей, 10 286/0 KZT; признаков специальной роли недостаточно",1,False,1,0,10286.0,0.0,1,0,0.000286675224915866,0.0,False,10286.0,0.0,0.0,2.7686895163732547e-16,1,1.0,other,0.1105702204794811
100000005074393100,peripheral,0.4,13,0.1263983716426935,"Вход/выход: 4/6 связей, 563 026/685 500 KZT; признаков специальной роли недостаточно",1,False,4,6,563026.0,685500.0,5,10,0.0010600834163353942,1.2175281425724567,False,1248526.0,0.00023775601068566342,1.276124344882637e-19,9.655964376529019e-14,1,0.25,other,0.1263983716426935
